file_path,class_name,class_id,parent_folder,subclass,split
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_benign\all_benign_0016.jpg,Leukemia,0,ALL,all_benign,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_benign\all_benign_0043.jpg,Leukemia,0,ALL,all_benign,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_pre\all_pre_0027.jpg,Leukemia,0,ALL,all_pre,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_pro\all_pro_0037.jpg,Leukemia,0,ALL,all_pro,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_pro\all_pro_0013.jpg,Leukemia,0,ALL,all_pro,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_benign\all_benign_0048.jpg,Leukemia,0,ALL,all_benign,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_pre\all_pre_0011.jpg,Leukemia,0,ALL,all_pre,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_benign\all_benign_0006.jpg,Leukemia,0,ALL,all_benign,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_pro\all_pro_0045.jpg,Leukemia,0,ALL,all_pro,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_benign\all_benign_0038.jpg,Leukemia,0,ALL,all_benign,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_pre\all_pre_0023.jpg,Leukemia,0,ALL,all_pre,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_benign\all_benign_0013.jpg,Leukemia,0,ALL,all_benign,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_benign\all_benign_0037.jpg,Leukemia,0,ALL,all_benign,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_pro\all_pro_0004.jpg,Leukemia,0,ALL,all_pro,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_early\all_early_0020.jpg,Leukemia,0,ALL,all_early,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_early\all_early_0012.jpg,Leukemia,0,ALL,all_early,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_pro\all_pro_0046.jpg,Leukemia,0,ALL,all_pro,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_benign\all_benign_0033.jpg,Leukemia,0,ALL,all_benign,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_pro\all_pro_0023.jpg,Leukemia,0,ALL,all_pro,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_pro\all_pro_0022.jpg,Leukemia,0,ALL,all_pro,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_early\all_early_0011.jpg,Leukemia,0,ALL,all_early,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_benign\all_benign_0011.jpg,Leukemia,0,ALL,all_benign,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_pre\all_pre_0045.jpg,Leukemia,0,ALL,all_pre,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_pro\all_pro_0011.jpg,Leukemia,0,ALL,all_pro,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_early\all_early_0003.jpg,Leukemia,0,ALL,all_early,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_pre\all_pre_0026.jpg,Leukemia,0,ALL,all_pre,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_pre\all_pre_0007.jpg,Leukemia,0,ALL,all_pre,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_early\all_early_0024.jpg,Leukemia,0,ALL,all_early,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_pre\all_pre_0014.jpg,Leukemia,0,ALL,all_pre,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_pre\all_pre_0006.jpg,Leukemia,0,ALL,all_pre,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_early\all_early_0046.jpg,Leukemia,0,ALL,all_early,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_pre\all_pre_0004.jpg,Leukemia,0,ALL,all_pre,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_pre\all_pre_0046.jpg,Leukemia,0,ALL,all_pre,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_benign\all_benign_0044.jpg,Leukemia,0,ALL,all_benign,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_benign\all_benign_0001.jpg,Leukemia,0,ALL,all_benign,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_pro\all_pro_0012.jpg,Leukemia,0,ALL,all_pro,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_pro\all_pro_0043.jpg,Leukemia,0,ALL,all_pro,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_benign\all_benign_0017.jpg,Leukemia,0,ALL,all_benign,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_early\all_early_0031.jpg,Leukemia,0,ALL,all_early,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_pre\all_pre_0003.jpg,Leukemia,0,ALL,all_pre,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_benign\all_benign_0039.jpg,Leukemia,0,ALL,all_benign,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_pro\all_pro_0007.jpg,Leukemia,0,ALL,all_pro,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_pro\all_pro_0027.jpg,Leukemia,0,ALL,all_pro,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_pre\all_pre_0036.jpg,Leukemia,0,ALL,all_pre,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_early\all_early_0029.jpg,Leukemia,0,ALL,all_early,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_pre\all_pre_0016.jpg,Leukemia,0,ALL,all_pre,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_benign\all_benign_0020.jpg,Leukemia,0,ALL,all_benign,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_benign\all_benign_0015.jpg,Leukemia,0,ALL,all_benign,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_pro\all_pro_0028.jpg,Leukemia,0,ALL,all_pro,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_pre\all_pre_0047.jpg,Leukemia,0,ALL,all_pre,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_pro\all_pro_0030.jpg,Leukemia,0,ALL,all_pro,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_early\all_early_0016.jpg,Leukemia,0,ALL,all_early,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_early\all_early_0035.jpg,Leukemia,0,ALL,all_early,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_pro\all_pro_0016.jpg,Leukemia,0,ALL,all_pro,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_benign\all_benign_0047.jpg,Leukemia,0,ALL,all_benign,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_pre\all_pre_0005.jpg,Leukemia,0,ALL,all_pre,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_early\all_early_0030.jpg,Leukemia,0,ALL,all_early,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_early\all_early_0005.jpg,Leukemia,0,ALL,all_early,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_pro\all_pro_0047.jpg,Leukemia,0,ALL,all_pro,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_early\all_early_0036.jpg,Leukemia,0,ALL,all_early,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_pre\all_pre_0019.jpg,Leukemia,0,ALL,all_pre,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_pre\all_pre_0010.jpg,Leukemia,0,ALL,all_pre,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_pre\all_pre_0034.jpg,Leukemia,0,ALL,all_pre,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_pre\all_pre_0043.jpg,Leukemia,0,ALL,all_pre,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_benign\all_benign_0034.jpg,Leukemia,0,ALL,all_benign,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_benign\all_benign_0019.jpg,Leukemia,0,ALL,all_benign,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_pre\all_pre_0041.jpg,Leukemia,0,ALL,all_pre,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_pre\all_pre_0024.jpg,Leukemia,0,ALL,all_pre,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_pro\all_pro_0026.jpg,Leukemia,0,ALL,all_pro,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_early\all_early_0014.jpg,Leukemia,0,ALL,all_early,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_early\all_early_0034.jpg,Leukemia,0,ALL,all_early,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_pre\all_pre_0049.jpg,Leukemia,0,ALL,all_pre,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_pre\all_pre_0001.jpg,Leukemia,0,ALL,all_pre,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_pro\all_pro_0006.jpg,Leukemia,0,ALL,all_pro,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_early\all_early_0023.jpg,Leukemia,0,ALL,all_early,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_benign\all_benign_0028.jpg,Leukemia,0,ALL,all_benign,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_pro\all_pro_0035.jpg,Leukemia,0,ALL,all_pro,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_pre\all_pre_0013.jpg,Leukemia,0,ALL,all_pre,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_early\all_early_0002.jpg,Leukemia,0,ALL,all_early,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_pro\all_pro_0025.jpg,Leukemia,0,ALL,all_pro,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_benign\all_benign_0005.jpg,Leukemia,0,ALL,all_benign,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_benign\all_benign_0030.jpg,Leukemia,0,ALL,all_benign,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_pro\all_pro_0034.jpg,Leukemia,0,ALL,all_pro,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_early\all_early_0050.jpg,Leukemia,0,ALL,all_early,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_early\all_early_0049.jpg,Leukemia,0,ALL,all_early,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_pre\all_pre_0032.jpg,Leukemia,0,ALL,all_pre,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_pre\all_pre_0025.jpg,Leukemia,0,ALL,all_pre,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_pro\all_pro_0049.jpg,Leukemia,0,ALL,all_pro,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_pre\all_pre_0035.jpg,Leukemia,0,ALL,all_pre,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_pro\all_pro_0029.jpg,Leukemia,0,ALL,all_pro,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_pre\all_pre_0021.jpg,Leukemia,0,ALL,all_pre,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_benign\all_benign_0035.jpg,Leukemia,0,ALL,all_benign,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_benign\all_benign_0049.jpg,Leukemia,0,ALL,all_benign,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_pro\all_pro_0020.jpg,Leukemia,0,ALL,all_pro,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_pre\all_pre_0039.jpg,Leukemia,0,ALL,all_pre,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_pre\all_pre_0050.jpg,Leukemia,0,ALL,all_pre,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_pre\all_pre_0033.jpg,Leukemia,0,ALL,all_pre,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_pre\all_pre_0028.jpg,Leukemia,0,ALL,all_pre,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_benign\all_benign_0022.jpg,Leukemia,0,ALL,all_benign,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_early\all_early_0032.jpg,Leukemia,0,ALL,all_early,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_early\all_early_0028.jpg,Leukemia,0,ALL,all_early,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_benign\all_benign_0010.jpg,Leukemia,0,ALL,all_benign,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_early\all_early_0033.jpg,Leukemia,0,ALL,all_early,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_pro\all_pro_0015.jpg,Leukemia,0,ALL,all_pro,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_pre\all_pre_0020.jpg,Leukemia,0,ALL,all_pre,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_early\all_early_0040.jpg,Leukemia,0,ALL,all_early,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_early\all_early_0019.jpg,Leukemia,0,ALL,all_early,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_early\all_early_0004.jpg,Leukemia,0,ALL,all_early,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_early\all_early_0041.jpg,Leukemia,0,ALL,all_early,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_early\all_early_0045.jpg,Leukemia,0,ALL,all_early,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_benign\all_benign_0042.jpg,Leukemia,0,ALL,all_benign,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_early\all_early_0044.jpg,Leukemia,0,ALL,all_early,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_pre\all_pre_0017.jpg,Leukemia,0,ALL,all_pre,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_pro\all_pro_0050.jpg,Leukemia,0,ALL,all_pro,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_pro\all_pro_0008.jpg,Leukemia,0,ALL,all_pro,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_benign\all_benign_0026.jpg,Leukemia,0,ALL,all_benign,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_pro\all_pro_0031.jpg,Leukemia,0,ALL,all_pro,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_pre\all_pre_0048.jpg,Leukemia,0,ALL,all_pre,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_early\all_early_0025.jpg,Leukemia,0,ALL,all_early,train
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_early\all_early_0009.jpg,Leukemia,0,ALL,all_early,val
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_pro\all_pro_0003.jpg,Leukemia,0,ALL,all_pro,val
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_benign\all_benign_0018.jpg,Leukemia,0,ALL,all_benign,val
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_benign\all_benign_0050.jpg,Leukemia,0,ALL,all_benign,val
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_early\all_early_0043.jpg,Leukemia,0,ALL,all_early,val
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_early\all_early_0026.jpg,Leukemia,0,ALL,all_early,val
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_pre\all_pre_0042.jpg,Leukemia,0,ALL,all_pre,val
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_benign\all_benign_0021.jpg,Leukemia,0,ALL,all_benign,val
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_early\all_early_0047.jpg,Leukemia,0,ALL,all_early,val
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_benign\all_benign_0032.jpg,Leukemia,0,ALL,all_benign,val
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_pre\all_pre_0038.jpg,Leukemia,0,ALL,all_pre,val
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_pre\all_pre_0018.jpg,Leukemia,0,ALL,all_pre,val
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_benign\all_benign_0012.jpg,Leukemia,0,ALL,all_benign,val
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_early\all_early_0018.jpg,Leukemia,0,ALL,all_early,val
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_early\all_early_0039.jpg,Leukemia,0,ALL,all_early,val
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_early\all_early_0042.jpg,Leukemia,0,ALL,all_early,val
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_benign\all_benign_0025.jpg,Leukemia,0,ALL,all_benign,val
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_early\all_early_0048.jpg,Leukemia,0,ALL,all_early,val
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_pro\all_pro_0033.jpg,Leukemia,0,ALL,all_pro,val
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_pro\all_pro_0041.jpg,Leukemia,0,ALL,all_pro,val
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_early\all_early_0037.jpg,Leukemia,0,ALL,all_early,val
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_pro\all_pro_0032.jpg,Leukemia,0,ALL,all_pro,val
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_benign\all_benign_0040.jpg,Leukemia,0,ALL,all_benign,val
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_pro\all_pro_0019.jpg,Leukemia,0,ALL,all_pro,val
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_early\all_early_0038.jpg,Leukemia,0,ALL,all_early,val
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_pro\all_pro_0036.jpg,Leukemia,0,ALL,all_pro,val
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_benign\all_benign_0041.jpg,Leukemia,0,ALL,all_benign,val
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_benign\all_benign_0002.jpg,Leukemia,0,ALL,all_benign,val
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_early\all_early_0022.jpg,Leukemia,0,ALL,all_early,val
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_pro\all_pro_0001.jpg,Leukemia,0,ALL,all_pro,val
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_pre\all_pre_0015.jpg,Leukemia,0,ALL,all_pre,test
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_early\all_early_0007.jpg,Leukemia,0,ALL,all_early,test
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_pre\all_pre_0008.jpg,Leukemia,0,ALL,all_pre,test
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_pro\all_pro_0042.jpg,Leukemia,0,ALL,all_pro,test
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_pro\all_pro_0017.jpg,Leukemia,0,ALL,all_pro,test
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_early\all_early_0001.jpg,Leukemia,0,ALL,all_early,test
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_pre\all_pre_0044.jpg,Leukemia,0,ALL,all_pre,test
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_pro\all_pro_0048.jpg,Leukemia,0,ALL,all_pro,test
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_pro\all_pro_0005.jpg,Leukemia,0,ALL,all_pro,test
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_pre\all_pre_0030.jpg,Leukemia,0,ALL,all_pre,test
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_early\all_early_0010.jpg,Leukemia,0,ALL,all_early,test
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_early\all_early_0006.jpg,Leukemia,0,ALL,all_early,test
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_benign\all_benign_0024.jpg,Leukemia,0,ALL,all_benign,test
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_benign\all_benign_0008.jpg,Leukemia,0,ALL,all_benign,test
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_benign\all_benign_0009.jpg,Leukemia,0,ALL,all_benign,test
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_pre\all_pre_0009.jpg,Leukemia,0,ALL,all_pre,test
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_pro\all_pro_0002.jpg,Leukemia,0,ALL,all_pro,test
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_benign\all_benign_0023.jpg,Leukemia,0,ALL,all_benign,test
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_pre\all_pre_0040.jpg,Leukemia,0,ALL,all_pre,test
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_pro\all_pro_0024.jpg,Leukemia,0,ALL,all_pro,test
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_benign\all_benign_0027.jpg,Leukemia,0,ALL,all_benign,test
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_pro\all_pro_0039.jpg,Leukemia,0,ALL,all_pro,test
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_benign\all_benign_0036.jpg,Leukemia,0,ALL,all_benign,test
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_early\all_early_0008.jpg,Leukemia,0,ALL,all_early,test
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_early\all_early_0013.jpg,Leukemia,0,ALL,all_early,test
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_early\all_early_0021.jpg,Leukemia,0,ALL,all_early,test
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_pro\all_pro_0040.jpg,Leukemia,0,ALL,all_pro,test
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_benign\all_benign_0007.jpg,Leukemia,0,ALL,all_benign,test
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_benign\all_benign_0029.jpg,Leukemia,0,ALL,all_benign,test
c:\IBM Quantathon\Dataset\Multi Cancer\ALL\all_pro\all_pro_0014.jpg,Leukemia,0,ALL,all_pro,test
c:\IBM Quantathon\Dataset\Multi Cancer\Brain Cancer\brain_menin\brain_menin_0032.jpg,Brain Cancer,1,Brain Cancer,brain_menin,train
c:\IBM Quantathon\Dataset\Multi Cancer\Brain Cancer\brain_glioma\brain_glioma_0005.jpg,Brain Cancer,1,Brain Cancer,brain_glioma,train
c:\IBM Quantathon\Dataset\Multi Cancer\Brain Cancer\brain_menin\brain_menin_0031.jpg,Brain Cancer,1,Brain Cancer,brain_menin,train
c:\IBM Quantathon\Dataset\Multi Cancer\Brain Cancer\brain_tumor\brain_tumor_0031.jpg,Brain Cancer,1,Brain Cancer,brain_tumor,train
c:\IBM Quantathon\Dataset\Multi Cancer\Brain Cancer\brain_menin\brain_menin_0047.jpg,Brain Cancer,1,Brain Cancer,brain_menin,train
c:\IBM Quantathon\Dataset\Multi Cancer\Brain Cancer\brain_menin\brain_menin_0028.jpg,Brain Cancer,1,Brain Cancer,brain_menin,train
c:\IBM Quantathon\Dataset\Multi Cancer\Brain Cancer\brain_glioma\brain_glioma_0037.jpg,Brain Cancer,1,Brain Cancer,brain_glioma,train
c:\IBM Quantathon\Dataset\Multi Cancer\Brain Cancer\brain_glioma\brain_glioma_0023.jpg,Brain Cancer,1,Brain Cancer,brain_glioma,train
c:\IBM Quantathon\Dataset\Multi Cancer\Brain Cancer\brain_tumor\brain_tumor_0028.jpg,Brain Cancer,1,Brain Cancer,brain_tumor,train
c:\IBM Quantathon\Dataset\Multi Cancer\Brain Cancer\brain_menin\brain_menin_0022.jpg,Brain Cancer,1,Brain Cancer,brain_menin,train
c:\IBM Quantathon\Dataset\Multi Cancer\Brain Cancer\brain_tumor\brain_tumor_0009.jpg,Brain Cancer,1,Brain Cancer,brain_tumor,train
c:\IBM Quantathon\Dataset\Multi Cancer\Brain Cancer\brain_glioma\brain_glioma_0040.jpg,Brain Cancer,1,Brain Cancer,brain_glioma,train
c:\IBM Quantathon\Dataset\Multi Cancer\Brain Cancer\brain_tumor\brain_tumor_0040.jpg,Brain Cancer,1,Brain Cancer,brain_tumor,train
